"Source";"Target";"Type";"Weight"
9242;29658;"Undirected";1
13933;20733;"Undirected";1
25321;13967;"Undirected";1
8785;36776;"Undirected";3
20294;8783;"Undirected";4
26754;9497;"Undirected";1
15775;13979;"Undirected";2
17399;9228;"Undirected";4
30610;13364;"Undirected";5
1490;10838;"Undirected";2
5145;36463;"Undirected";1
36212;20206;"Undirected";1
12659;29658;"Undirected";3
36344;25193;"Undirected";1
24249;15775;"Undirected";2
21350;31924;"Undirected";2
34057;24696;"Undirected";4
690;37000;"Undirected";1
3410;9220;"Undirected";1
6270;6369;"Undirected";2
35580;13967;"Undirected";1
14887;35773;"Undirected";1
2580;29718;"Undirected";7
29423;1498;"Undirected";3
14112;27890;"Undirected";2
33388;11638;"Undirected";3
33207;33247;"Undirected";13
2274;37497;"Undirected";1
30648;33900;"Undirected";1
36165;27832;"Undirected";4
28191;20294;"Undirected";1
6437;4909;"Undirected";2
21735;37312;"Undirected";3
30504;10179;"Undirected";1
37064;36383;"Undirected";3
23492;1424;"Undirected";1
31924;14176;"Undirected";4
1979;6536;"Undirected";5
18759;11638;"Undirected";2
6509;13947;"Undirected";1
26857;7481;"Undirected";1
32289;19522;"Undirected";2
25067;1490;"Undirected";2
30697;32895;"Undirected";4
25028;9651;"Undirected";1
37142;26933;"Undirected";1
33482;37518;"Undirected";1
3410;874;"Undirected";2
5030;17668;"Undirected";2
8215;10780;"Undirected";2
30443;9651;"Undirected";2
929;32562;"Undirected";1
24618;25971;"Undirected";2
29279;13912;"Undirected";1
16540;34969;"Undirected";1
26072;30810;"Undirected";1
6412;15775;"Undirected";1
5794;35787;"Undirected";2
6536;13940;"Undirected";1
30610;27419;"Undirected";2
6536;14194;"Undirected";2
10808;29964;"Undirected";6
35745;30057;"Undirected";1
13715;13979;"Undirected";2
31050;22528;"Undirected";7
19685;17418;"Undirected";7
19736;1145;"Undirected";1
26194;19736;"Undirected";1
21825;28618;"Undirected";1
37000;589;"Undirected";1
30443;10780;"Undirected";2
21871;7422;"Undirected";2
29465;3192;"Undirected";3
13818;13940;"Undirected";6
32896;1347;"Undirected";1
21577;29539;"Undirected";2
24523;740;"Undirected";1
1258;13665;"Undirected";1
8783;11738;"Undirected";3
13124;9736;"Undirected";1
3077;21825;"Undirected";2
12659;22346;"Undirected";5
28087;15912;"Undirected";1
19523;3499;"Undirected";1
908;1145;"Undirected";1
21825;34819;"Undirected";3
8215;15850;"Undirected";3
22528;249;"Undirected";2
6103;21535;"Undirected";3
36785;21463;"Undirected";1
34969;20427;"Undirected";1
13905;29332;"Undirected";1
13897;29332;"Undirected";1
21979;23418;"Undirected";1
30810;11490;"Undirected";3
8785;28978;"Undirected";2
4965;17418;"Undirected";3
2580;13709;"Undirected";3
21735;21871;"Undirected";5
9927;13979;"Undirected";1
12256;29010;"Undirected";4
26728;22684;"Undirected";12
17547;34875;"Undirected";5
30573;16008;"Undirected";3
35643;22606;"Undirected";1
8984;12520;"Undirected";2
29513;20477;"Undirected";2
27419;21463;"Undirected";4
18325;26895;"Undirected";1
28978;6041;"Undirected";1
22684;17054;"Undirected";2
4937;22528;"Undirected";3
30788;1145;"Undirected";4
20122;13364;"Undirected";6
8785;10528;"Undirected";7
36212;7578;"Undirected";1
34969;24860;"Undirected";3
21530;35773;"Undirected";2
30697;36045;"Undirected";3
9130;1448;"Undirected";4
1800;10838;"Undirected";4
2221;5616;"Undirected";3
2221;29718;"Undirected";2
31185;35942;"Undirected";1
18677;32895;"Undirected";2
21535;28958;"Undirected";1
32896;1883;"Undirected";2
29920;26651;"Undirected";3
13424;21380;"Undirected";1
36710;32690;"Undirected";8
32289;24676;"Undirected";6
10378;26694;"Undirected";1
26194;25796;"Undirected";2
24690;8391;"Undirected";1
22760;17861;"Undirected";2
9242;25796;"Undirected";6
27012;2221;"Undirected";5
11986;11821;"Undirected";1
12295;9651;"Undirected";10
29423;26742;"Undirected";5
2776;16544;"Undirected";2
14831;24774;"Undirected";1
4909;18904;"Undirected";2
18684;32493;"Undirected";3
9603;26742;"Undirected";1
37368;5969;"Undirected";4
30138;7238;"Undirected";5
35146;34875;"Undirected";3
26140;13967;"Undirected";2
33207;19736;"Undirected";4
13424;7991;"Undirected";2
2474;21651;"Undirected";1
13293;36536;"Undirected";1
37064;11738;"Undirected";6
2274;9420;"Undirected";1
32289;21825;"Undirected";1
13897;6326;"Undirected";1
27912;32585;"Undirected";1
32964;29010;"Undirected";19
23450;19705;"Undirected";1
22334;562;"Undirected";2
37064;16008;"Undirected";14
28740;9736;"Undirected";1
2274;19705;"Undirected";2
13947;25193;"Undirected";2
12988;31841;"Undirected";1
28978;8630;"Undirected";2
37520;15565;"Undirected";4
1800;33900;"Undirected";6
37064;644;"Undirected";2
25633;33886;"Undirected";3
32502;21857;"Undirected";1
37000;13124;"Undirected";1
22760;26549;"Undirected";1
16924;4303;"Undirected";1
740;26694;"Undirected";1
5610;32026;"Undirected";3
6929;25715;"Undirected";3
4926;22684;"Undirected";2
35643;26857;"Undirected";2
37290;23216;"Undirected";3
18325;27012;"Undirected";1
27912;6041;"Undirected";1
1448;9863;"Undirected";3
36212;26933;"Undirected";8
26232;9736;"Undirected";2
14095;35428;"Undirected";1
1618;943;"Undirected";2
32895;14531;"Undirected";1
34057;20266;"Undirected";1
28124;3077;"Undirected";2
21651;10011;"Undirected";4
23477;1680;"Undirected";24
26420;21530;"Undirected";3
18325;11559;"Undirected";11
6679;29539;"Undirected";3
29423;22528;"Undirected";5
26549;10838;"Undirected";3
13947;11821;"Undirected";1
22894;34795;"Undirected";3
27134;20343;"Undirected";1
31645;11672;"Undirected";1
27162;13979;"Undirected";3
12326;24523;"Undirected";2
16604;22528;"Undirected";2
32140;7757;"Undirected";6
34969;21784;"Undirected";1
23361;9651;"Undirected";1
4298;21979;"Undirected";1
26941;8258;"Undirected";1
26728;26651;"Undirected";3
16924;16008;"Undirected";7
11559;13905;"Undirected";1
2776;32562;"Undirected";3
26752;4937;"Undirected";1
26140;26549;"Undirected";3
9825;16544;"Undirected";2
29502;14531;"Undirected";1
4306;21350;"Undirected";1
21432;35146;"Undirected";4
16973;14127;"Undirected";2
16540;14176;"Undirected";3
27159;8221;"Undirected";1
37520;29205;"Undirected";2
21577;21651;"Undirected";2
30416;16008;"Undirected";1
34695;4189;"Undirected";2
32585;9228;"Undirected";1
17212;2193;"Undirected";1
25633;36344;"Undirected";1
11150;17454;"Undirected";2
14112;16008;"Undirected";8
13665;29658;"Undirected";4
24249;32026;"Undirected";1
6437;22894;"Undirected";3
15565;32493;"Undirected";4
3199;6326;"Undirected";2
16012;24774;"Undirected";2
21135;21380;"Undirected";3
10524;36536;"Undirected";1
31999;25363;"Undirected";1
1571;11526;"Undirected";2
13818;33576;"Undirected";1
29718;18003;"Undirected";6
24098;5961;"Undirected";1
23492;10011;"Undirected";4
24690;21784;"Undirected";1
33388;13715;"Undirected";1
29718;25363;"Undirected";1
28291;21651;"Undirected";3
30201;11672;"Undirected";1
36785;8221;"Undirected";2
14112;19425;"Undirected";2
29463;34544;"Undirected";5
16973;13979;"Undirected";1
2943;26140;"Undirected";1
17596;29721;"Undirected";2
27012;4576;"Undirected";3
690;24806;"Undirected";12
32896;30201;"Undirected";2
37142;2776;"Undirected";2
29539;32514;"Undirected";2
14194;6929;"Undirected";3
16604;29010;"Undirected";5
6929;29010;"Undirected";8
29502;12679;"Undirected";1
10838;29332;"Undirected";3
22334;1534;"Undirected";2
36212;26651;"Undirected";2
23163;28618;"Undirected";3
26651;16265;"Undirected";1
10011;10780;"Undirected";1
14887;24007;"Undirected";1
32502;10838;"Undirected";2
8449;13979;"Undirected";2
31999;20477;"Undirected";12
926;31761;"Undirected";1
32188;21350;"Undirected";4
31924;8391;"Undirected";3
21135;21849;"Undirected";1
28291;6103;"Undirected";1
14112;29463;"Undirected";1
15640;1240;"Undirected";1
27159;15565;"Undirected";1
22894;23163;"Undirected";1
23477;36710;"Undirected";19
17621;6326;"Undirected";1
18325;4639;"Undirected";1
13293;23623;"Undirected";2
2474;8855;"Undirected";2
11980;32026;"Undirected";2
25633;33247;"Undirected";4
15850;37312;"Undirected";5
7012;18684;"Undirected";3
267;23786;"Undirected";1
29129;34695;"Undirected";2
12288;22303;"Undirected";2
14112;21535;"Undirected";10
29129;3542;"Undirected";1
36776;26651;"Undirected";5
23700;26671;"Undirected";1
23492;6369;"Undirected";4
34959;13979;"Undirected";2
24856;29658;"Undirected";1
9876;25715;"Undirected";1
20266;29052;"Undirected";2
32140;36344;"Undirected";2
14307;17925;"Undirected";1
29946;26549;"Undirected";1
7700;22346;"Undirected";2
9736;29332;"Undirected";3
30469;33886;"Undirected";3
22894;929;"Undirected";2
11264;10838;"Undirected";1
3758;13979;"Undirected";3
8855;267;"Undirected";3
8785;3758;"Undirected";2
267;29010;"Undirected";12
23700;29718;"Undirected";1
23477;32895;"Undirected";31
13715;20733;"Undirected";1
1145;249;"Undirected";1
8855;631;"Undirected";1
33388;25820;"Undirected";1
3199;26232;"Undirected";6
7422;29964;"Undirected";4
14349;28958;"Undirected";1
11473;27419;"Undirected";1
8339;8221;"Undirected";1
6958;29889;"Undirected";7
9927;19785;"Undirected";1
11150;29423;"Undirected";1
13912;29010;"Undirected";1
19272;29964;"Undirected";5
17399;10780;"Undirected";2
32544;249;"Undirected";7
25971;32502;"Undirected";1
14176;34795;"Undirected";6
1800;22606;"Undirected";1
32896;19419;"Undirected";2
21735;874;"Undirected";1
24007;19522;"Undirected";2
37000;21129;"Undirected";2
19685;27832;"Undirected";2
572;12256;"Undirected";2
10011;28958;"Undirected";1
27134;19760;"Undirected";1
8855;24690;"Undirected";1
572;13668;"Undirected";2
37324;3758;"Undirected";2
37064;32289;"Undirected";9
21651;21614;"Undirected";2
24696;5969;"Undirected";1
21135;3077;"Undirected";2
19685;5504;"Undirected";6
10179;15850;"Undirected";2
37520;34875;"Undirected";3
14251;28852;"Undirected";4
1618;7984;"Undirected";3
24965;22694;"Undirected";4
32188;1743;"Undirected";1
3089;21535;"Undirected";4
14095;24952;"Undirected";1
5544;21350;"Undirected";1
19219;33482;"Undirected";16
13897;13364;"Undirected";2
17962;29920;"Undirected";1
16012;26194;"Undirected";2
18325;18391;"Undirected";2
35146;13947;"Undirected";7
11926;644;"Undirected";1
23113;33482;"Undirected";3
32355;23477;"Undirected";4
14887;6326;"Undirected";1
29423;13979;"Undirected";7
14831;9220;"Undirected";1
24304;25633;"Undirected";1
25633;432;"Undirected";4
36621;24676;"Undirected";1
1145;4639;"Undirected";1
24523;35794;"Undirected";1
8258;12119;"Undirected";1
5794;10524;"Undirected";3
28978;5369;"Undirected";1
30528;9420;"Undirected";2
19219;24856;"Undirected";2
5794;23216;"Undirected";1
4375;36463;"Undirected";1
13465;1145;"Undirected";3
7623;3499;"Undirected";1
31633;16265;"Undirected";1
27134;34795;"Undirected";3
30616;29964;"Undirected";3
929;740;"Undirected";1
10925;21530;"Undirected";3
1680;28958;"Undirected";1
24026;35580;"Undirected";2
1809;5616;"Undirected";1
14008;37312;"Undirected";1
7078;36507;"Undirected";2
13424;24098;"Undirected";7
29279;25398;"Undirected";2
20477;22783;"Undirected";2
17762;13266;"Undirected";1
6536;15067;"Undirected";2
32585;5969;"Undirected";1
32140;17418;"Undirected";10
22760;21577;"Undirected";2
9736;7730;"Undirected";1
25971;9603;"Undirected";1
24304;15850;"Undirected";2
21135;2221;"Undirected";1
11473;9876;"Undirected";1
28740;1240;"Undirected";1
9130;20477;"Undirected";21
1498;24796;"Undirected";1
29539;31759;"Undirected";1
21577;13933;"Undirected";1
9927;36271;"Undirected";1
3410;30201;"Undirected";2
36212;8215;"Undirected";17
32985;37324;"Undirected";1
3758;12256;"Undirected";25
9130;32026;"Undirected";1
24026;30416;"Undirected";1
15640;35146;"Undirected";6
18391;35231;"Undirected";1
32289;5251;"Undirected";7
12659;16996;"Undirected";2
29920;11638;"Undirected";3
30416;7481;"Undirected";5
23297;32026;"Undirected";2
31050;11526;"Undirected";1
24618;5969;"Undirected";1
25715;32026;"Undirected";1
37064;22334;"Undirected";2
9876;20427;"Undirected";3
32562;9825;"Undirected";3
35826;11490;"Undirected";8
27419;7991;"Undirected";2
5251;29889;"Undirected";2
28740;36852;"Undirected";1
18763;24860;"Undirected";2
21651;35787;"Undirected";8
30201;34868;"Undirected";1
10262;12256;"Undirected";3
1221;25193;"Undirected";1
5504;644;"Undirected";4
11150;27832;"Undirected";1
28124;24006;"Undirected";2
37346;14112;"Undirected";1
35146;21129;"Undirected";1
31924;9242;"Undirected";2
4909;9647;"Undirected";1
5504;4293;"Undirected";2
29279;24026;"Undirected";4
32514;13473;"Undirected";2
3410;37518;"Undirected";1
15912;26895;"Undirected";1
21577;7481;"Undirected";3
37346;34819;"Undirected";3
13897;3499;"Undirected";1
21735;14621;"Undirected";1
21350;24098;"Undirected";2
30138;4293;"Undirected";2
11526;22528;"Undirected";5
23477;24965;"Undirected";2
6437;17855;"Undirected";2
35354;25363;"Undirected";1
1347;27832;"Undirected";3
25597;29895;"Undirected";2
15999;13473;"Undirected";4
32690;11980;"Undirected";1
20266;22445;"Undirected";2
3077;7481;"Undirected";1
32289;17418;"Undirected";6
21535;29964;"Undirected";24
6679;562;"Undirected";1
23477;8785;"Undirected";7
23113;20427;"Undirected";1
24618;1809;"Undirected";1
35826;26140;"Undirected";8
2274;17925;"Undirected";1
31760;13668;"Undirected";1
16544;28293;"Undirected";1
29279;6437;"Undirected";6
4965;30002;"Undirected";5
1145;36045;"Undirected";4
11473;28978;"Undirected";1
18325;17030;"Undirected";2
17399;20122;"Undirected";1
11933;6326;"Undirected";1
13709;4937;"Undirected";2
24618;31999;"Undirected";2
10030;3796;"Undirected";1
23361;32493;"Undirected";1
11559;5030;"Undirected";10
33388;21644;"Undirected";1
24618;3058;"Undirected";1
17621;1145;"Undirected";2
26232;31841;"Undirected";2
23477;34791;"Undirected";1
14722;7984;"Undirected";2
26194;29658;"Undirected";1
32140;30002;"Undirected";2
6326;19886;"Undirected";2
5145;432;"Undirected";4
10378;37312;"Undirected";1
7623;36852;"Undirected";1
23361;30573;"Undirected";2
36785;11980;"Undirected";2
27134;18003;"Undirected";2
7238;4838;"Undirected";1
1498;31869;"Undirected";1
8391;16996;"Undirected";1
27419;4838;"Undirected";2
5610;9242;"Undirected";2
13665;12988;"Undirected";3
5794;34544;"Undirected";3
25633;6820;"Undirected";1
943;32562;"Undirected";1
32355;37064;"Undirected";2
27134;22694;"Undirected";3
31999;5499;"Undirected";2
14251;22783;"Undirected";2
6369;644;"Undirected";1
11980;28120;"Undirected";1
25321;27134;"Undirected";2
943;1424;"Undirected";1
23113;34819;"Undirected";1
18684;22684;"Undirected";1
28087;5961;"Undirected";2
30229;25820;"Undirected";1
15475;25715;"Undirected";14
30610;6041;"Undirected";3
9130;20427;"Undirected";2
37346;12988;"Undirected";1
22684;33576;"Undirected";1
2776;17454;"Undirected";2
32585;7422;"Undirected";1
3410;13668;"Undirected";3
23658;1448;"Undirected";4
35428;7674;"Undirected";3
22783;4293;"Undirected";2
29205;15477;"Undirected";1
28978;3192;"Undirected";6
34969;15475;"Undirected";5
26933;29738;"Undirected";1
9497;29964;"Undirected";4
32562;26126;"Undirected";2
23361;26728;"Undirected";2
24774;30416;"Undirected";3
29889;5969;"Undirected";1
7173;24860;"Undirected";1
7757;24856;"Undirected";1
32562;34544;"Undirected";16
22760;34544;"Undirected";1
30616;30182;"Undirected";1
35428;28751;"Undirected";1
25575;13905;"Undirected";1
28475;34544;"Undirected";7
21979;31043;"Undirected";1
21849;267;"Undirected";3
9242;30573;"Undirected";1
1979;3499;"Undirected";1
1145;21535;"Undirected";11
24952;30697;"Undirected";1
31759;33886;"Undirected";1
32188;25249;"Undirected";4
6679;5616;"Undirected";2
34795;9736;"Undirected";2
21871;37497;"Undirected";2
9927;31869;"Undirected";1
37142;21871;"Undirected";1
14831;13266;"Undirected";2
26933;12295;"Undirected";1
1448;24324;"Undirected";3
8984;21614;"Undirected";2
15912;31761;"Undirected";1
26420;25193;"Undirected";2
30504;12988;"Undirected";1
4597;29423;"Undirected";1
23658;3512;"Undirected";10
34795;26549;"Undirected";2
25597;9831;"Undirected";1
3796;31943;"Undirected";4
17682;17547;"Undirected";1
23623;9651;"Undirected";7
31050;21530;"Undirected";1
4303;21350;"Undirected";1
16012;32896;"Undirected";5
32896;2154;"Undirected";1
31999;36785;"Undirected";1
36353;4576;"Undirected";1
12295;11638;"Undirected";1
12659;30613;"Undirected";2
17596;35787;"Undirected";1
24618;9863;"Undirected";2
24304;29010;"Undirected";2
8215;11526;"Undirected";1
1800;16996;"Undirected";2
3796;9651;"Undirected";6
5145;20477;"Undirected";1
34795;34875;"Undirected";8
13665;34819;"Undirected";7
4249;31043;"Undirected";2
17399;32690;"Undirected";3
14831;6958;"Undirected";2
29964;5499;"Undirected";1
17399;1490;"Undirected";2
9757;5794;"Undirected";1
35942;35372;"Undirected";1
17418;16265;"Undirected";3
4306;22302;"Undirected";1
32985;34057;"Undirected";1
20477;26651;"Undirected";4
30002;36383;"Undirected";1
13465;3077;"Undirected";9
27012;17621;"Undirected";1
20122;9420;"Undirected";4
6412;28852;"Undirected";4
30201;36785;"Undirected";3
7908;15912;"Undirected";1
30648;249;"Undirected";3
14112;34695;"Undirected";5
9786;33388;"Undirected";1
6437;27832;"Undirected";2
33523;33482;"Undirected";1
20668;15475;"Undirected";1
6437;21577;"Undirected";9
874;36621;"Undirected";1
874;8783;"Undirected";1
13424;36852;"Undirected";2
19685;4046;"Undirected";2
26140;6929;"Undirected";5
22760;22334;"Undirected";68
25796;29895;"Undirected";1
572;12295;"Undirected";1
7422;32690;"Undirected";1
34057;5504;"Undirected";1
21971;31869;"Undirected";4
1800;24178;"Undirected";2
16924;24649;"Undirected";2
21825;21614;"Undirected";3
13424;1145;"Undirected";7
11914;11933;"Undirected";1
5030;11821;"Undirected";2
21979;29332;"Undirected";1
34969;33900;"Undirected";7
19685;36344;"Undirected";1
3410;11638;"Undirected";4
14621;24856;"Undirected";2
6509;20477;"Undirected";2
26941;27832;"Undirected";1
20668;30810;"Undirected";9
14327;23418;"Undirected";1
23477;33886;"Undirected";24
31645;36045;"Undirected";1
26671;31050;"Undirected";3
614;2364;"Undirected";1
13897;14095;"Undirected";1
21463;5961;"Undirected";3
8258;29889;"Undirected";2
26728;18003;"Undirected";5
13408;29718;"Undirected";1
37064;35826;"Undirected";6
8785;23163;"Undirected";1
22894;1680;"Undirected";1
7238;12119;"Undirected";9
31918;34868;"Undirected";1
4306;29205;"Undirected";1
11933;23163;"Undirected";2
31185;29502;"Undirected";2
26140;20733;"Undirected";1
24178;2364;"Undirected";1
17547;21857;"Undirected";4
24324;28958;"Undirected";2
27890;13979;"Undirected";1
6041;23418;"Undirected";1
25321;25067;"Undirected";1
33207;25971;"Undirected";1
16924;13933;"Undirected";4
15850;28978;"Undirected";7
28475;10780;"Undirected";1
29279;16540;"Undirected";7
15475;33886;"Undirected";4
874;13933;"Undirected";2
29423;19425;"Undirected";1
13967;32026;"Undirected";1
37290;26895;"Undirected";1
5030;25641;"Undirected";1
2221;35374;"Undirected";1
11473;14112;"Undirected";4
37497;3499;"Undirected";1
23700;32544;"Undirected";3
17184;23418;"Undirected";1
30138;31043;"Undirected";3
33247;37312;"Undirected";2
16540;19522;"Undirected";2
